title,author,language,genres,data
antigen,r.a.steffan,english,romance aliens sciencefiction sciencefictionromance,antigen r.a.steffan english romance aliens sciencefiction sciencefictionromance
the song of the lioness quartet,tamorapierce,english,fantasy youngadult fiction magic adventure romance childrens youngadultfantasy teen sciencefictionfantasy,the song of the lioness quartet tamorapierce english fantasy youngadult fiction magic adventure romance childrens youngadultfantasy teen sciencefictionfantasy
girl in translation,jeankwok,english,fiction historicalfiction youngadult contemporary china adultfiction comingofage adult audiobook asianliterature,girl in translation jeankwok english fiction historicalfiction youngadult contemporary china adultfiction comingofage adult audiobook asianliterature
yalnzlk paylalmaz,özdemirasaf,turkish,poetry turkishliterature turkish fiction classics,yalnzlk paylalmaz özdemirasaf turkish poetry turkishliterature turkish fiction classics
thunder and rain,charlesmartin,english,fiction christianfiction romance christian suspense drama contemporary westerns audiobook novels,thunder and rain charlesmartin english fiction christianfiction romance christian suspense drama contemporary westerns audiobook novels
i will bear witness a diary of the nazi years,victorklemperer martinchalmers,english,history nonfiction holocaust memoir worldwarii biography war germany biographymemoir germanliterature,i will bear witness a diary of the nazi years victorklemperer martinchalmers english history nonfiction holocaust memoir worldwarii biography war germany biographymemoir germanliterature
a fada oriana,sophiademellobreynerandresen,portuguese,childrens portugueseliterature fantasy classics school fiction portugal readforschool shortstories youngadult,a fada oriana sophiademellobreynerandresen portuguese childrens portugueseliterature fantasy classics school fiction portugal readforschool shortstories youngadult
the mezzanine,nicholsonbaker,english,fiction novels literature contemporary american literaryfiction 20thcentury novella adultfiction design,the mezzanine nicholsonbaker english fiction novels literature contemporary american literaryfiction 20thcentury novella adultfiction design
the tea rose,jenniferdonnelly,english,historicalfiction romance fiction historical historicalromance adult britishliterature mystery chicklit 19thcentury,the tea rose jenniferdonnelly english historicalfiction romance fiction historical historicalromance adult britishliterature mystery chicklit 19thcentury
godaan,munshipremchand मुंशीप्रेमचंद,hindi,fiction india classics indianliterature novels literature unfinished literaryfiction society cultural,godaan munshipremchand मुंशीप्रेमचंद hindi fiction india classics indianliterature novels literature unfinished literaryfiction society cultural
the moonstone,wilkiecollins carolyng.heilbrun,english,classics mystery fiction crime victorian 19thcentury historicalfiction literature mysterythriller britishliterature,the moonstone wilkiecollins carolyng.heilbrun english classics mystery fiction crime victorian 19thcentury historicalfiction literature mysterythriller britishliterature
momma and the meaning of life tales of psychotherapy,irvind.yalom,english,psychology nonfiction shortstories philosophy counselling mentalhealth literature psychiatry psychoanalysis american,momma and the meaning of life tales of psychotherapy irvind.yalom english psychology nonfiction shortstories philosophy counselling mentalhealth literature psychiatry psychoanalysis american
the apple and the arrow,marybuff conradbuff,english,historicalfiction childrens medieval school fiction classics juvenile historical chapterbooks picturebooks,the apple and the arrow marybuff conradbuff english historicalfiction childrens medieval school fiction classics juvenile historical chapterbooks picturebooks
sleepwalking land,miacouto davidbrookshaw,english,africa fiction mozambique magicalrealism africanliterature portugueseliterature literature romance contemporary novels,sleepwalking land miacouto davidbrookshaw english africa fiction mozambique magicalrealism africanliterature portugueseliterature literature romance contemporary novels
godchild volume,kaoriyuki,english,manga horror graphicnovels mystery historicalfiction comics fiction fantasy historical gothic,godchild volume kaoriyuki english manga horror graphicnovels mystery historicalfiction comics fiction fantasy historical gothic
قلب من بنقلان,سيفالإسلامبنسعودبنعبدالعزيزآلسعود,arabic,biography history,قلب من بنقلان سيفالإسلامبنسعودبنعبدالعزيزآلسعود arabic biography history
faith has no color,shona,english,,faith has no color shona english 
plutopia nuclear families atomic cities and the great soviet and american plutonium disasters,katebrown,english,history nonfiction science russia americanhistory gradschool reportage politics russianhistory unitedstates,plutopia nuclear families atomic cities and the great soviet and american plutonium disasters katebrown english history nonfiction science russia americanhistory gradschool reportage politics russianhistory unitedstates
after the quake,harukimurakami jayrubin,english,shortstories fiction japan japaneseliterature magicalrealism contemporary literature asia fantasy asianliterature,after the quake harukimurakami jayrubin english shortstories fiction japan japaneseliterature magicalrealism contemporary literature asia fantasy asianliterature
gotham central book one in the line of duty,edbrubaker gregrucka michaellark,english,comics graphicnovels dccomics crime batman comicbook mystery superheroes fiction,gotham central book one in the line of duty edbrubaker gregrucka michaellark english comics graphicnovels dccomics crime batman comicbook mystery superheroes fiction
strange love how pro wrestling taught me to relax and love my mom,benpeller,english,youngadult comingofage humor family,strange love how pro wrestling taught me to relax and love my mom benpeller english youngadult comingofage humor family
nauti dreams,loraleigh,english,romance erotica eroticromance contemporaryromance romanticsuspense contemporary suspense militaryfiction adult mystery,nauti dreams loraleigh english romance erotica eroticromance contemporaryromance romanticsuspense contemporary suspense militaryfiction adult mystery
executive orders,tomclancy,english,fiction thriller militaryfiction espionage action suspense adventure war mystery politics,executive orders tomclancy english fiction thriller militaryfiction espionage action suspense adventure war mystery politics
